20100901 ;06;85;68;70;98;37;55;39;76;25;78;88;79;34;80;46;04;79;80;38;56;51;76;32;63;51;17 
20100902 ;62;52;66;31;85;25;80;00;19;72;64;66;78;87;05;57;19;71;06;07;68;85;09;09;53;37;03 
20100903 ;39;65;00;83;20;96;33;66;14;69;98;78;52;59;19;54;10;59;23;61;70;68;59;91;67;31;09 
20100904 ;02;53;63;75;54;43;91;25;16;29;64;32;12;66;35;94;95;20;42;12;49;66;26;35;85;68;27 
20100905 ;60;52;59;01;18;82;84;14;62;69;89;02;97;66;62;10;24;25;44;93;88;80;14;95;48;09;28 
20100906 ;36;20;08;46;48;80;83;99;38;86;22;78;36;09;08;74;48;43;49;05;22;97;16;75;11;27;43 
20100907 ;99;02;45;08;36;87;03;97;47;01;80;51;90;30;83;29;23;12;60;15;00;29;71;49;22;85;63 
20100908 ;08;20;53;27;48;22;92;07;42;68;74;40;36;34;33;03;03;40;40;32;68;05;02;24;62;97;82 
20100909 ;73;40;98;05;74;24;06;94;47;87;24;48;79;37;46;05;04;24;84;28;82;29;15;20;22;85;58 
20100910 ;07;18;32;39;56;28;06;15;85;66;93;48;47;00;14;00;08;67;70;74;84;92;83;40;83;20;17 
20100911 ;20;47;35;93;59;26;51;64;14;56;51;19;67;52;13;05;54;17;32;55;66;40;08;19;79;11;25 
20100912 ;00;69;81;61;99;15;27;34;35;10;30;98;65;67;58;94;84;50;16;27;60;48;05;26;25;72;86 
20100913 ;72;58;03;85;47;54;59;35;92;80;89;10;98;03;17;70;87;68;43;51;97;67;38;46;81;29;80 
20100914 ;58;98;01;73;34;01;67;65;00;49;97;95;92;81;95;86;85;20;85;05;70;85;51;24;57;42;78 
20100915 ;05;42;80;82;43;14;71;80;78;65;43;06;87;91;76;98;34;66;74;76;14;50;28;93;64;58;33 
20100916 ;92;23;70;06;71;19;23;61;72;62;33;45;21;50;51;98;76;16;59;68;36;30;98;38;98;46;14 
20100917 ;45;56;85;94;34;92;76;47;88;05;02;00;46;39;25;03;76;13;88;31;52;94;35;37;10;31;00 
20100918 ;00;66;83;77;99;65;72;38;87;92;61;85;76;41;22;48;80;24;14;61;30;62;53;88;46;21;34 
20100919 ;72;48;62;29;83;76;23;25;56;67;54;81;25;43;38;00;14;93;98;75;02;88;68;06;75;12;97 
20100920 ;65;97;33;35;59;27;32;47;10;15;44;86;52;99;73;34;31;83;59;79;61;19;55;39;86;97;58 
20100921 ;92;01;85;11;00;42;04;90;79;51;01;22;62;99;26;16;07;15;18;22;17;79;16;03;62;92;28 
20100922 ;24;34;13;26;53;85;26;18;92;86;00;74;19;78;55;20;70;46;15;69;51;35;51;10;03;89;00 
20100923 ;87;17;39;32;16;37;36;23;49;00;14;18;13;20;72;04;89;50;67;51;59;73;22;15;22;58;28 
20100924 ;93;89;82;24;44;60;32;26;01;06;07;38;47;92;89;28;52;94;92;75;91;08;83;58;36;25;47 
20100925 ;66;46;49;20;64;89;88;00;79;05;03;72;04;88;27;38;90;25;80;61;08;22;80;41;26;33;77 
20100926 ;19;17;68;82;61;11;00;03;20;95;77;96;17;25;03;66;29;66;06;68;31;89;90;40;15;73;13 
20100927 ;40;12;98;62;98;71;89;73;94;06;43;50;33;61;30;66;20;29;86;66;71;14;14;28;31;21;65 
20100928 ;97;43;80;07;83;73;59;52;84;86;23;79;92;17;64;43;07;17;47;47;30;70;04;61;12;09;71 
20100929 ;92;03;29;71;97;66;01;24;76;02;32;70;10;88;88;83;85;20;26;79;06;63;51;77;35;50;56 
20100930 ;64;07;83;50;42;04;68;33;50;65;87;82;72;22;09;83;64;83;90;86;52;76;37;59;96;60;54 
20101001 ;23;24;43;21;06;41;43;41;22;28;54;62;32;99;88;16;31;81;78;08;23;96;47;82;04;22;79 
20101002 ;89;95;44;85;83;04;78;46;82;22;51;75;33;05;00;50;19;11;10;53;17;37;99;74;19;63;37 
20101003 ;40;04;06;77;89;36;03;14;78;71;66;27;99;29;84;33;43;74;15;24;20;12;79;17;23;27;61 
20101004 ;26;41;45;64;41;16;19;66;01;27;78;48;60;19;68;42;01;14;95;59;02;32;35;85;05;48;79 
