20100201 ;26;38;86;14;07;06;67;58;87;25;91;80;92;00;65;60;44;88;79;04;68;68;15;90;95;83;41 
20100202 ;62;02;56;56;41;43;36;95;50;16;42;61;99;39;12;68;65;54;97;35;61;52;23;53;83;85;10 
20100203 ;00;36;94;05;61;04;74;18;59;36;51;97;98;28;98;03;40;90;99;27;76;07;81;51;25;94;80 
20100204 ;54;73;94;96;74;95;13;99;81;66;98;77;80;98;85;68;82;30;87;63;64;03;14;78;49;37;07 
20100205 ;54;73;94;96;74;95;13;99;81;66;98;77;80;98;85;68;82;30;87;63;64;03;14;78;49;37;07 
20100205 ;30;16;64;70;07;38;91;69;04;88;57;26;22;74;82;24;24;68;67;85;12;08;89;44;99;50;30 
20100206 ;65;97;97;33;07;55;69;34;38;53;58;48;29;98;76;82;12;43;09;22;61;95;51;63;33;03;34 
20100207 ;00;86;71;19;53;51;86;10;67;59;70;89;37;46;70;50;53;43;80;12;32;57;04;66;89;58;08 
20100208 ;14;32;00;23;98;59;93;32;88;97;86;22;30;75;24;82;96;75;04;74;92;64;76;09;56;02;37 
20100209 ;58;08;17;60;97;16;82;16;65;74;48;30;93;72;79;92;61;61;06;62;71;58;13;13;26;62;03 
20100210 ;32;83;00;18;31;19;68;09;17;18;06;69;53;96;13;63;60;89;91;84;31;18;69;96;59;13;97 
20100211 ;72;11;76;42;20;31;95;42;42;13;46;69;25;48;26;42;42;17;13;95;96;97;08;28;11;06;16 
20100212 ;18;95;84;36;67;07;00;85;85;91;02;84;16;19;56;56;14;81;43;38;77;47;83;16;67;51;55 
20100217 ;25;46;06;87;98;00;89;40;09;96;79;14;30;82;23;01;18;74;50;23;50;79;57;72;15;97;81 
20100218 ;70;12;91;90;70;50;96;20;64;12;00;56;31;38;91;90;04;19;95;37;36;65;57;64;79;67;54 
20100219 ;06;81;66;13;28;62;53;90;64;29;83;11;02;94;83;59;60;39;69;36;88;95;07;89;53;18;68 
20100220 ;09;94;79;91;88;00;14;87;62;56;55;02;53;86;47;15;32;17;74;63;08;33;51;60;64;59;67 
20100221 ;87;50;86;43;56;11;08;52;09;38;33;63;36;64;81;74;94;41;63;01;62;77;32;32;94;64;25 
20100222 ;53;80;61;53;74;04;60;99;58;12;17;50;89;70;16;66;82;47;20;78;24;31;77;91;48;67;66 
20100223 ;38;30;12;58;17;83;56;90;74;36;36;90;65;19;88;76;58;22;50;40;59;94;88;95;32;66;43 
20100224 ;79;38;70;53;68;99;33;54;09;31;47;79;90;98;43;22;63;43;19;38;37;42;40;40;93;27;66 
20100225 ;04;03;29;68;85;69;62;30;34;85;05;59;41;17;35;19;34;02;41;17;36;01;48;17;99;10;60 
20100226 ;22;56;35;18;50;67;91;33;74;77;96;21;42;70;27;72;35;39;64;60;71;50;60;27;63;38;24 
20100227 ;32;03;69;65;01;10;72;25;89;32;01;51;67;18;88;78;30;92;05;42;11;65;49;60;64;53;45 
20100228 ;36;63;87;99;88;51;93;75;87;91;42;83;72;00;60;88;94;12;38;20;85;68;87;07;31;52;64 
20100229 ;93;31;96;77;63;98;23;26;45;44;10;92;58;04;88;88;15;01;38;48;52;16;59;16;54;67;81 
20100301 ;14;38;87;10;23;09;66;45;57;43;73;32;35;15;25;33;89;38;06;74;99;49;02;11;92;20;30 
20100302 ;14;10;80;99;45;98;92;43;81;20;53;26;32;59;34;33;44;64;54;44;14;51;83;85;79;05;23 
20100303 ;72;86;13;09;20;94;22;29;87;99;91;78;80;69;17;95;64;47;64;31;20;11;18;08;37;94;85 
20100304 ;49;86;38;05;86;05;12;55;36;65;31;25;42;19;77;06;62;53;75;24;87;80;71;97;03;39;57 
20100305 ;05;43;39;31;35;31;78;09;12;05;97;87;20;76;07;86;18;33;84;45;92;02;28;90;27;30;83 
20100306 ;32;41;59;23;42;04;06;60;06;44;35;10;50;40;88;10;65;59;31;30;13;46;74;63;11;58;09 
20100307 ;64;78;72;24;27;66;31;75;96;71;35;93;33;33;49;31;55;06;17;15;51;15;37;46;68;59;23 
20100308 ;74;22;25;36;86;12;70;54;27;08;25;64;56;87;29;18;89;24;01;63;34;89;75;74;24;41;17 
20100309 ;00;41;42;27;22;57;74;93;87;04;11;94;68;64;82;24;90;98;30;96;07;37;20;26;71;31;05 
20100310 ;39;78;05;55;82;69;04;54;42;27;37;85;14;56;14;85;36;53;21;60;96;15;31;52;62;92;15 
20100311 ;04;85;67;98;95;37;39;75;00;38;96;87;52;64;40;64;35;44;61;59;37;28;30;17;87;01;80 
20100312 ;67;05;94;93;52;99;28;32;56;06;34;29;91;44;18;08;64;36;94;84;25;32;08;25;80;30;09 
20100313 ;26;28;71;22;59;45;47;49;57;97;74;50;59;34;74;00;51;80;76;62;57;71;52;70;46;26;99 
20100314 ;94;87;62;17;04;36;52;28;21;81;37;03;43;90;27;65;52;05;27;59;53;51;95;61;67;55;07 
20100315 ;06;95;37;88;94;06;44;73;77;06;78;39;53;52;05;96;30;88;24;31;86;96;83;42;87;73;13 
20100316 ;16;11;62;36;19;49;68;80;50;07;64;17;21;51;33;39;05;55;19;40;09;58;47;23;91;24;10 
20100317 ;08;44;13;85;21;95;20;93;50;89;41;35;60;49;04;48;42;40;20;02;08;60;72;24;76;87;14 
20100318 ;99;57;52;49;95;29;46;95;56;45;68;28;07;25;69;92;45;81;90;36;07;34;58;49;16;50;35 
20100319 ;48;99;72;01;82;54;62;98;07;56;39;52;74;77;99;17;02;05;06;94;48;33;03;62;52;58;83 
20100320 ;24;47;54;35;66;75;85;25;85;71;55;09;19;87;46;08;68;09;18;64;95;92;50;82;26;87;73 
20100321 ;11;62;98;07;98;99;36;58;68;38;59;51;41;46;17;40;27;77;88;32;82;00;91;32;25;56;16 
20100322 ;56;31;77;24;51;09;14;98;27;43;71;32;75;46;86;12;35;12;77;63;43;78;55;49;44;37;88 
20100323 ;90;58;93;58;62;29;65;59;23;46;12;88;23;75;67;06;01;42;67;48;86;16;55;76;00;32;38 
20100324 ;64;30;90;71;88;79;76;89;72;52;48;31;28;15;51;38;14;71;29;58;48;34;04;23;56;85;86 
20100325 ;89;49;00;98;99;15;75;28;36;79;16;28;61;29;24;95;01;47;14;28;77;14;93;01;60;23;44 
20100326 ;64;36;90;30;04;12;83;44;03;59;96;84;23;67;33;90;84;31;54;93;27;33;99;91;58;94;13 
20100327 ;38;73;86;36;23;03;52;71;27;14;26;59;95;27;32;20;75;34;21;50;10;38;34;52;05;71;59 
20100328 ;70;61;22;68;08;00;31;59;03;21;68;11;80;20;48;61;01;21;59;76;58;97;83;02;43;53;47 
20100329 ;97;85;20;51;88;13;56;18;14;85;77;45;27;76;87;39;14;24;36;12;50;76;80;62;00;94;86 
20100330 ;35;10;08;92;45;99;33;46;66;11;71;44;09;12;09;34;21;34;41;47;57;62;18;37;00;02;44 
20100331 ;15;78;36;18;10;30;26;31;87;74;42;78;22;66;49;94;32;64;94;20;99;61;48;40;72;93;43 
20100401 ;55;71;43;64;87;59;82;16;60;24;25;31;75;56;37;79;71;85;98;35;21;00;62;85;48;09;49 
20100402 ;48;01;78;32;17;16;30;05;09;03;47;33;75;87;67;25;75;77;26;22;14;94;98;22;68;52;86 
20100403 ;56;03;52;82;45;67;36;23;13;71;32;40;04;56;46;32;81;28;42;83;55;54;02;54;98;61;44 
20100404 ;59;44;50;15;50;51;33;80;26;95;29;94;87;71;93;90;10;45;43;50;38;02;03;12;07;66;06 
20100405 ;38;87;63;05;62;88;34;55;73;28;56;43;31;51;31;47;13;49;04;09;66;86;65;99;65;20;84 
20100406 ;23;69;67;04;93;76;33;33;28;59;31;45;09;50;46;51;31;22;78;14;44;84;49;31;84;22;96 
20100407 ;57;67;50;44;12;86;05;34;54;92;72;13;50;79;15;38;89;65;91;56;90;13;46;31;11;72;88 
