20100201 ;26 
20100202 ;62 
20100203 ;00 
20100204 ;54 
20100205 ;30 
20100206 ;65 
20100207 ;00 
20100208 ;14 
20100209 ;58 
20100210 ;32 
20100211 ;72 
20100212 ;18 
20100217 ;25 
20100218 ;70 
20100219 ;06 
20100220 ;09 
20100221 ;87 
20100222 ;53 
20100223 ;38 
20100224 ;79 
20100225 ;04 
20100226 ;22 
20100227 ;32 
20100228 ;36 
20100301 ;14 
20100302 ;14 
20100303 ;72 
20100304 ;49 
20100305 ;05 
20100306 ;32 
20100307 ;64 
20100308 ;74 
20100309 ;00 
20100310 ;39 
20100311 ;04 
20100312 ;67 
20100313 ;26 
20100314 ;94 
20100315 ;06 
20100316 ;16 
20100317 ;08 
20100318 ;99 
20100319 ;48 
20100320 ;24 
20100321 ;11 
20100322 ;56 
20100323 ;90 
20100324 ;64 
20100325 ;89 
20100326 ;64 
20100327 ;38 
20100328 ;70 
20100329 ;97 
20100330 ;35 
20100331 ;15 
20100401 ;55 
20100402 ;48 
20100403 ;56 
20100404 ;59 
20100405 ;38 
20100406 ;23 
20100407 ;57 
20100408 ;92 
20100409 ;55 
20100410 ;54 
20100411 ;43 
20100412 ;07 
20100413 ;11 
20100414 ;95 
20100415 ;56 
20100416 ;09 
20100417 ;75 
20100418 ;53 
20100419 ;35 
20100420 ;20 
20100421 ;30 
20100422 ;17 
20100423 ;16 
20100424 ;58 
20100425 ;14 
20100426 ;70 
20100427 ;84 
20100428 ;76 
20100429 ;09 
20100430 ;33 
20100501 ;33 
20100502 ;20 
20100503 ;70 
20100504 ;31 
20100505 ;35 
20100506 ;24 
20100507 ;73 
20100508 ;92 
20100509 ;67 
20100510 ;34 
20100511 ;38 
20100512 ;39 
20100513 ;15 
20100514 ;17 
20100515 ;13 
20100516 ;25 
20100517 ;02 
20100518 ;98 
20100519 ;98 
20100520 ;47 
20100521 ;95 
20100522 ;96 
20100523 ;08 
20100524 ;60 
20100525 ;75 
20100526 ;44 
20100527 ;30 
20100528 ;88 
20100529 ;33 
20100530 ;63 
20100531 ;43 
20100601 ;63 
