20150611 ;66;17;47;74;46;74;23;36;55;25;94;23;18;92;09;52;91;90;21;41;90;73;59;47;09;51;79;
20150612 ;29;35;70;76;51;56;14;84;10;21;29;02;11;18;68;97;55;33;53;47;12;69;70;54;20;19;34; 
20150613 ;82;04;60;58;14;89;60;43;59;37;77;24;90;62;00;12;79;80;01;79;44;98;72;84;20;28;83;
20150614 ;31;32;57;09;61;07;03;05;63;87;24;59;60;87;40;30;61;87;22;81;48;12;34;49;64;95;15;
20150615 ;48;34;47;50;80;26;26;57;93;71;25;67;41;51;33;29;16;14;30;95;04;50;86;90;66;87;94;
20150616 ;22;26;35;47;85;75;14;32;06;52;36;00;56;01;61;76;87;55;39;85;29;69;14;77;35;16;92;
20150617 ;67;11;82;54;53;56;35;61;40;09;59;49;76;93;82;95;48;30;89;34;94;38;07;01;44;98;27;
20150618 ;91;11;01;75;18;12;89;66;83;09;35;48;97;63;00;71;30;97;07;73;40;20;41;93;91;27;88;

20150711 ;09;65;41;28;73;64;04;10;08;30;19;20;71;10;32;36;00;42;68;30;38;85;68;17;68;59;91;
20150712 ;74;27;35;62;13;26;11;16;76;35;68;61;62;53;90;77;78;41;74;29;19;91;73;38;18;47;78; 
20150713 ;84;41;03;38;36;39;13;97;41;96;05;42;65;78;60;30;61;10;24;31;32;10;95;21;82;84;70;
20150714 ;00;80;43;06;64;13;21;38;51;73;14;76;47;35;48;02;41;65;33;57;66;64;10;30;01;89;82;
20150715 ;56;60;59;43;65;18;48;48;79;63;63;72;66;97;55;94;27;03;96;58;28;20;37;86;78;46;21;
20150716 ;14;75;38;02;17;74;34;25;14;12;63;67;86;71;95;08;04;50;37;07;52;80;10;76;25;94;97;
20150717 ;22;39;38;09;24;66;57;31;81;79;95;87;03;11;07;52;20;49;21;89;98;22;67;05;25;94;60;
20150718 ;40;49;55;59;98;27;07;21;82;43;58;40;19;03;53;48;59;89;71;39;19;73;60;20;54;73;09;

20150811 ;08;70;43;17;44;54;78;66;93;12;39;84;35;05;08;02;79;48;86;05;22;73;49;00;57;22;86;
20150812 ;05;45;88;36;83;22;49;09;82;86;46;08;26;76;71;47;48;67;46;75;10;88;53;09;73;59;11;
20150813 ;89;05;76;78;06;67;79;85;25;57;46;23;64;04;68;80;75;16;08;45;72;30;50;90;00;56;12;
20150814 ;36;53;95;31;49;51;98;81;68;19;07;37;13;77;51;72;20;03;10;01;30;61;49;92;72;32;84;
20150815 ;21;83;52;84;93;13;19;65;03;44;57;15;43;74;89;49;26;28;22;95;15;10;31;51;92;70;90;
20150816 ;36;65;21;37;17;39;58;86;95;90;81;94;13;57;49;45;47;48;01;34;82;55;14;48;28;30;56;
20150817 ;31;44;71;97;52;84;13;40;44;09;45;46;76;15;64;17;73;38;27;82;63;85;71;12;84;07;53;
20150818 ;22;21;01;01;03;84;85;09;77;42;55;46;46;06;30;65;05;16;48;35;66;50;00;49;86;22;41;

20150911 ;08;50;29;81;51;96;36;10;61;50;57;65;76;89;07;74;00;73;25;20;54;25;90;19;34;09;17;
20150912 ;71;79;01;02;78;04;98;73;58;10;86;16;82;71;38;75;57;42;18;83;47;47;55;20;75;80;17;
20150913 ;53;09;42;55;02;62;90;87;12;89;80;15;97;98;97;86;78;87;87;45;31;88;18;64;89;31;62;
20150914 ;92;37;04;65;01;70;46;74;66;07;38;61;72;14;43;35;07;89;70;87;94;85;19;46;31;88;36;
20150915 ;12;29;75;65;87;97;08;37;10;99;48;64;04;14;32;36;50;83;79;27;71;31;64;31;71;38;23;
20150916 ;42;26;16;56;20;78;21;54;12;66;18;09;42;76;07;00;34;33;86;01;83;38;82;89;80;59;44;
20150917 ;34;35;16;56;67;83;03;22;43;08;33;05;98;04;84;19;29;88;83;96;82;19;09;70;75;62;73;
20150918 ;14;12;91;16;49;53;12;17;73;96;78;39;87;66;17;07;63;85;94;51;97;83;26;19;71;44;14;

20151011 ;35;10;27;62;13;12;20;96;02;47;68;32;79;13;05;12;43;38;65;48;36;02;41;67;15;64;45;
20151012 ;73;10;04;70;76;86;59;15;87;00;20;65;05;90;19;41;10;43;86;85;86;31;17;08;92;27;87;
20151013 ;07;46;20;37;91;95;72;40;28;66;02;97;43;46;57;52;07;73;55;65;05;66;42;66;79;17;84;
20151014 ;85;83;46;40;43;43;81;17;30;25;33;16;30;09;28;23;05;06;41;69;91;05;75;98;41;85;49;
20151015 ;56;05;73;96;40;91;91;05;23;52;99;96;09;06;34;72;45;59;01;60;33;19;58;42;58;82;93;
20151016 ;13;76;30;56;27;50;65;29;10;59;52;00;60;64;12;08;54;83;88;20;81;87;48;24;25;57;27;
20151017 ;16;52;59;14;47;49;75;17;95;79;93;18;50;55;05;70;55;59;58;64;72;13;94;82;16;10;53;
