20160211 ;81;78;31;93;45;64;61;05;44;47;28;60;19;73;92;50;37;23;07;96;85;00;49;17;54;25;91;
20160212 ;86;87;35;04;27;35;26;95;23;26;92;42;64;35;57;05;27;54;15;70;98;09;67;72;33;14;87;
20160213 ;05;28;55;85;89;93;10;16;40;01;12;30;19;08;62;09;48;01;52;23;28;88;31;74;39;21;66;
20160214 ;62;78;30;05;57;69;95;39;99;68;59;80;57;31;66;78;13;02;61;29;12;89;42;29;61;05;23;
20160215 ;32;35;45;64;05;77;81;98;39;43;17;88;31;65;73;39;78;44;25;20;93;44;73;28;97;96;79;
20160216 ;85;91;65;94;84;88;27;70;30;86;23;34;39;09;05;80;68;80;88;77;09;52;12;38;49;73;82;
20160217 ;88;72;68;04;50;02;02;36;21;30;77;47;56;90;94;99;67;32;91;71;77;38;66;46;50;49;69;
20160218 ;35;21;67;74;45;49;69;19;29;65;59;75;31;14;05;29;41;44;02;94;62;97;64;77;95;72;08;
20160219 ;43;80;48;84;69;81;64;75;38;81;43;53;88;65;00;76;70;64;23;11;36;27;95;62;98;39;56;
20160220 ;05;26;07;51;45;24;12;69;57;29;03;42;47;11;95;51;62;45;36;70;08;57;29;22;55;09;43;
20160221 ;89;22;71;20;20;56;24;48;05;85;07;68;15;27;19;10;22;39;40;40;68;23;15;05;23;44;42;
20160222 ;58;22;78;13;52;28;74;57;32;06;12;00;62;91;76;34;59;84;74;65;90;42;01;08;15;37;93;
20160223 ;65;60;19;27;03;58;35;66;44;52;41;70;04;53;01;26;57;08;89;99;13;98;64;38;79;44;76;
20160224 ;76;32;79;70;00;77;44;54;37;05;99;33;71;14;01;23;65;40;42;03;08;44;92;03;84;91;25;
20160225 ;52;26;82;13;66;69;36;85;23;89;95;55;26;03;55;60;30;65;50;37;20;79;75;31;81;55;63;
20160226 ;39;29;58;28;93;17;17;84;12;59;94;80;12;09;06;03;49;98;07;39;46;27;59;64;29;30;94;
20160227 ;09;65;87;95;19;18;77;50;11;29;82;10;08;06;75;95;39;15;04;46;21;20;44;85;95;52;41;
20160228 ;48;53;27;96;45;78;84;08;42;64;44;96;57;26;70;11;11;86;17;08;99;64;97;44;74;33;36;
20160229 ;33;40;23;97;15;48;54;92;82;65;71;24;49;51;77;04;69;27;63;24;35;95;14;95;45;16;06;
20160301 ;39;93;11;80;11;01;08;32;76;80;04;26;16;95;76;38;91;77;04;70;38;38;27;83;91;01;05;
20160302 ;67;75;66;98;27;69;76;39;63;97;37;75;65;40;51;26;13;07;01;76;19;73;39;07;10;64;74;
20160303 ;94;88;50;86;84;01;35;17;42;48;24;62;71;59;14;86;66;51;45;60;23;38;26;86;08;58;57;
20160304 ;04;92;60;33;18;61;48;20;05;34;57;15;67;51;27;48;13;62;01;29;73;56;43;57;63;81;28;
20160305 ;11;51;60;13;17;55;74;05;22;65;49;17;29;64;77;60;30;47;25;37;19;58;47;26;93;43;86;
20160306 ;96;06;50;56;50;93;99;62;53;60;00;52;74;80;10;27;40;76;74;92;99;73;07;70;58;17;22;
20160307 ;85;83;45;81;14;22;35;20;13;73;43;91;32;67;94;43;45;19;55;86;51;48;99;15;24;06;71;
20160308 ;66;00;74;02;65;22;66;42;00;14;04;78;57;34;44;85;20;30;26;71;08;50;86;08;11;33;88;
20160309 ;18;92;30;78;18;26;39;83;51;90;47;70;79;32;53;87;15;61;78;21;70;07;43;94;26;83;48;
20160310 ;91;37;88;56;81;11;93;72;00;70;33;58;51;42;46;94;17;37;81;11;24;81;35;38;12;04;93;
20160311 ;10;20;95;15;68;50;57;13;91;94;73;11;55;91;07;26;28;58;98;77;13;06;33;57;90;20;35;
20160312 ;90;47;25;36;72;78;43;03;08;11;49;95;98;31;37;79;11;28;12;07;52;65;54;15;05;08;98;
20160313 ;00;69;85;06;55;87;74;66;71;74;93;46;37;19;49;36;98;79;95;19;66;85;59;16;06;76;84;
20160314 ;42;63;43;00;17;81;68;13;60;92;03;65;84;51;35;81;61;74;79;96;43;38;31;99;02;33;05;
20160315 ;16;28;45;91;97;53;95;94;11;00;20;86;60;35;21;35;56;22;22;36;95;84;60;89;21;54;41;
20160316 ;93;21;24;19;44;27;78;39;43;84;95;10;45;06;05;62;98;21;34;18;06;03;39;79;39;51;15;
20160317 ;18;12;64;63;93;89;38;85;87;32;61;75;68;69;78;84;75;05;73;98;69;57;07;05;88;24;71;
20160318 ;25;38;00;93;68;91;15;95;23;29;76;92;77;81;04;06;91;18;37;54;23;35;82;05;31;77;91;
20160319 ;10;64;36;64;20;39;34;82;57;25;35;44;87;02;82;23;57;96;78;60;04;12;16;39;36;83;99;
20160320 ;44;66;75;65;62;10;75;51;73;33;37;81;11;27;00;70;03;21;24;16;03;94;65;16;04;61;09;
20160321 ;30;49;65;71;45;25;51;60;82;30;49;54;19;24;09;29;69;32;04;35;94;45;03;70;33;16;01;
20160322 ;50;45;38;40;98;05;59;11;81;80;74;08;27;52;62;44;76;86;37;94;97;32;31;10;81;35;82;
20160323 ;52;67;64;88;82;45;29;36;60;44;36;97;94;89;96;19;83;78;72;45;40;23;28;71;72;02;79;
20160324 ;96;40;07;06;97;87;24;08;77;48;49;91;86;47;69;30;07;25;26;63;91;43;41;52;54;93;45; 
