20160211 ;81
20160212 ;86
20160213 ;05
20160214 ;62
20160215 ;32
20160216 ;85
20160217 ;88
20160218 ;35
20160219 ;43
20160220 ;05
20160221 ;89
20160222 ;58
20160223 ;65
20160224 ;76
20160225 ;52
20160226 ;39
20160227 ;09
20160228 ;48
20160229 ;33
20160301 ;39
20160302 ;67
20160303 ;94
20160304 ;04
20160305 ;11
20160306 ;96
20160307 ;85
20160308 ;66
20160309 ;18
20160310 ;91
20160311 ;10
20160312 ;90
20160313 ;00
20160314 ;42
20160315 ;16
20160316 ;93
20160317 ;18
20160318 ;25
20160319 ;10
20160320 ;44
20160321 ;30
20160322 ;50
20160323 ;52
20160324 ;96 
