20140701 ;33;58;23;35;13;19;28;82;89;87;73;22;19;95;51;42;15;15;60;84;72;82;32;34;47;35;83;
20140702 ;60;53;99;11;75;43;81;02;69;50;15;24;02;07;34;79;68;88;69;59;11;68;41;78;11;33;43;
20140703 ;96;65;25;90;04;82;30;01;73;52;99;44;26;38;13;22;43;31;69;11;76;07;28;76;19;90;87;
20140704 ;21;95;40;42;81;82;68;43;70;64;81;14;83;10;87;83;33;88;38;02;43;54;84;27;98;96;50;
20140705 ;15;38;40;35;85;24;65;52;34;93;42;20;95;72;38;41;88;28;21;74;13;34;79;63;31;09;80;
20140706 ;45;74;40;81;69;79;20;76;08;89;20;32;99;16;18;59;06;23;91;98;94;48;77;17;26;97;94;
20140707 ;50;09;40;01;20;00;87;54;12;00;29;59;03;95;90;79;05;69;33;22;90;42;51;65;84;55;86;
20140708 ;36;94;21;92;37;00;51;77;43;88;36;47;72;84;54;66;73;78;81;05;54;45;84;71;34;37;35;
20140709 ;34;42;86;72;99;16;81;09;34;99;91;63;24;64;18;50;42;60;52;14;97;78;21;26;84;97;76;
20140710 ;16;52;10;69;85;04;10;70;69;13;52;37;00;76;69;54;50;57;01;59;87;35;24;11;52;58;61;
20140711 ;52;65;68;68;79;25;67;58;38;25;67;04;01;28;64;17;40;65;78;09;71;45;57;70;30;60;99;
20140712 ;46;61;57;45;18;70;06;00;47;45;40;86;77;11;10;84;01;83;62;96;96;95;93;10;49;60;41;
20140713 ;82;83;99;23;63;49;01;03;07;37;62;30;34;62;34;31;42;73;45;53;50;96;71;90;43;06;15;
20140714 ;34;60;14;02;37;06;34;45;92;29;68;57;77;00;20;70;11;67;43;89;56;01;22;35;63;38;42;
20140715 ;81;54;59;20;48;11;44;62;49;86;74;62;34;20;13;49;73;73;25;70;20;97;09;99;45;96;95;
20140716 ;55;50;21;20;00;76;14;31;87;03;43;57;37;30;99;07;71;15;38;65;08;31;01;33;91;44;56;
20140717 ;16;03;79;51;61;00;75;60;89;36;73;31;51;09;62;80;81;60;79;28;66;33;63;18;30;69;65;
20140718 ;75;12;58;67;43;20;61;60;90;59;10;84;40;28;86;96;23;51;60;02;37;09;77;68;83;65;06;
20140719 ;41;13;02;80;26;60;37;61;14;98;87;59;42;36;77;34;35;98;74;33;36;87;35;63;50;19;88;
20140720 ;26;41;24;64;12;98;16;52;80;03;84;09;48;97;20;17;16;51;85;81;49;71;34;49;07;47;97;
20140721 ;78;92;33;65;86;50;52;35;59;62;61;88;45;56;42;88;16;77;50;77;06;76;47;02;12;62;63;
20140722 ;91;90;17;85;36;72;35;24;44;92;70;13;14;06;20;18;52;86;25;24;48;71;00;16;52;79;83;
20140723 ;64;00;60;89;74;61;29;06;41;89;98;49;86;93;40;76;58;21;43;71;00;57;47;35;51;05;56;
20140724 ;87;72;63;02;30;99;67;48;41;68;06;91;72;87;98;48;47;72;09;53;64;17;69;88;00;12;54;
20140725 ;99;82;71;36;94;35;25;91;60;72;72;77;02;20;19;67;95;63;54;76;80;15;61;90;61;40;95;
20140726 ;43;38;32;00;83;18;23;97;77;13;39;24;64;92;93;89;29;99;18;50;54;07;27;12;81;04;74;
20140727 ;63;89;82;55;90;01;58;28;73;05;12;37;84;57;29;34;39;22;43;92;61;71;93;19;38;09;56;
20140728 ;24;02;08;85;34;04;85;61;62;81;65;90;00;03;45;97;04;10;68;32;24;18;93;15;96;74;89;
20140729 ;28;92;73;86;16;19;73;62;83;62;05;48;83;04;53;60;85;33;71;68;40;82;78;28;27;62;81;
20140730 ;70;02;96;04;10;72;03;32;22;16;12;96;61;15;00;53;53;16;93;78;43;81;02;91;85;22;55;
20140731 ;82;21;45;08;61;11;98;38;23;58;33;14;94;70;28;20;47;79;28;81;36;04;71;16;28;53;98;
20140801 ;88;05;77;26;73;44;08;20;62;92;31;74;85;36;63;52;92;83;37;94;89;26;22;17;11;36;89;
20140802 ;45;08;04;18;49;11;35;34;72;31;33;68;41;48;90;29;31;07;62;17;04;23;34;69;24;21;22;
20140803 ;99;30;27;16;91;39;97;44;16;55;45;87;48;48;02;44;71;05;04;66;57;99;07;02;14;12;92;
20140804 ;04;03;09;78;66;40;84;22;92;56;72;76;78;66;71;25;77;80;65;39;39;05;31;06;17;66;29;
20140805 ;05;62;66;80;09;86;93;23;21;21;79;21;33;74;50;08;35;17;37;98;09;42;42;26;12;89;04;
20140806 ;04;86;68;47;68;05;47;79;99;45;32;68;83;34;65;04;33;62;97;37;35;66;65;78;94;02;07;
20140807 ;53;03;26;73;83;32;64;23;05;80;30;01;94;31;92;46;07;52;01;24;04;53;80;59;00;85;96;
20140808 ;27;15;53;05;57;56;62;45;70;12;69;17;39;44;86;59;29;92;46;88;54;93;71;50;34;93;19;
20140809 ;89;58;22;21;38;23;27;48;55;54;43;80;10;18;76;30;88;46;05;14;17;84;17;03;71;33;74;
20140810 ;13;61;71;05;74;10;75;45;06;83;52;07;50;31;31;89;91;51;27;23;08;64;48;62;24;72;78;
20140811 ;79;87;60;41;70;41;32;56;35;54;02;54;59;16;74;71;22;08;44;11;61;79;75;69;70;55;58;
20140812 ;61;34;90;57;28;62;99;07;29;43;42;96;31;08;30;41;17;52;30;18;07;77;70;29;06;99;85;
20140813 ;63;27;07;81;93;02;94;25;90;77;86;87;69;04;38;67;49;45;42;12;99;70;96;82;98;08;52;
20140814 ;92;54;66;54;60;14;02;03;44;65;18;38;31;64;02;08;67;30;62;70;55;93;75;49;07;02;19;
20140815 ;68;97;42;65;31;63;32;84;43;52;41;49;92;34;80;54;46;49;56;20;48;85;13;90;71;65;16;
20140816 ;62;12;72;99;91;03;50;85;33;81;87;16;36;18;74;69;09;37;86;11;46;40;47;78;74;68;32;
20140817 ;59;39;22;21;09;79;21;54;03;76;46;92;35;10;17;03;16;72;07;60;84;44;92;65;67;71;18;
20140818 ;70;98;99;70;04;11;90;19;81;98;85;94;09;37;06;84;28;64;09;81;01;74;08;50;79;98;89;
20140819 ;97;12;72;94;38;94;26;05;40;30;27;87;97;25;34;67;98;74;42;91;63;14;93;40;95;85;13;
20140820 ;64;19;92;55;19;31;30;34;69;48;46;16;92;74;58;70;45;75;27;05;15;37;20;30;66;87;64;
20140821 ;29;49;79;67;15;92;79;41;79;83;19;44;64;17;12;84;74;35;32;33;19;24;63;25;83;94;69;
20140822 ;88;00;19;06;60;67;31;51;60;94;18;37;33;23;05;43;11;34;55;09;26;68;67;73;89;38;72;
20140823 ;48;05;85;73;93;52;23;24;36;25;57;36;92;11;34;76;68;50;02;00;17;50;00;13;42;58;27;
20140824 ;82;72;54;76;24;48;38;02;06;09;13;08;80;12;80;88;55;80;72;44;38;66;36;29;77;40;50;
20140825 ;97;52;13;69;57;57;16;60;07;01;15;24;83;40;67;48;47;12;14;43;17;05;28;13;40;84;12;
20140826 ;70;85;20;06;85;06;95;25;92;35;82;06;81;51;31;75;61;40;47;02;72;13;64;03;23;75;09;
20140827 ;55;47;48;45;28;58;40;62;29;99;00;73;55;52;44;63;47;46;17;13;94;31;10;72;80;16;65;
20140828 ;60;00;92;14;79;03;20;72;12;88;07;19;38;50;14;86;58;09;69;47;98;45;18;69;10;29;61;
20140829 ;49;04;41;46;10;70;71;50;69;10;26;43;22;43;16;68;23;72;63;13;01;85;78;78;77;38;79;
20140830 ;54;48;48;27;04;79;59;55;92;61;98;77;28;72;60;50;96;48;34;28;12;58;71;01;49;83;46;
20140831 ;07;14;69;10;10;51;61;82;75;82;34;60;00;90;36;61;34;94;68;60;56;44;96;37;48;05;99;
20140901 ;09;41;17;98;96;50;96;04;18;38;06;97;83;29;71;52;15;15;53;70;31;45;26;89;42;81;55;
20140902 ;48;85;12;15;32;50;71;52;96;97;28;25;35;01;66;38;09;51;27;12;02;88;59;67;43;25;68;
20140903 ;42;52;39;20;92;50;69;54;59;99;61;44;01;19;11;34;12;98;59;28;11;12;44;37;20;93;33;
20140904 ;90;02;29;53;52;98;37;71;24;54;14;49;47;60;04;97;79;11;62;72;69;75;48;34;83;14;20; 
20140905 ;97;33;76;74;44;66;46;61;40;06;65;96;44;31;31;77;46;48;30;05;69;98;51;73;76;58;20; 
20140906 ;10;46;29;86;86;24;98;58;54;25;45;69;78;71;38;82;74;77;19;77;95;80;03;92;95;78;29;
20140907 ;04;27;18;56;30;50;36;92;54;68;70;39;41;58;48;28;70;38;89;37;85;95;41;75;65;49;43;
20140908 ;21;76;90;21;61;19;11;51;36;72;75;64;46;32;20;61;76;55;33;61;48;89;13;88;99;46;61; 
20140909 ;77;77;62;47;05;54;39;31;20;09;08;29;61;38;30;94;69;43;39;14;26;06;54;70;92;95;62; 
20140910 ;90;52;22;35;73;19;04;62;62;50;64;86;65;73;22;27;98;40;19;87;70;47;31;43;32;06;61; 
20140911 ;87;43;75;05;96;86;75;42;06;44;78;94;27;33;18;75;36;85;09;66;92;03;42;60;21;28;70; 
20140912 ;32;51;82;76;04;90;27;95;72;48;20;23;92;80;73;00;10;65;71;79;58;33;99;99;47;29;06; 
20140913 ;52;07;47;66;84;86;04;11;52;58;75;94;43;80;80;35;36;82;14;81;24;18;42;59;02;69;44; 
20140914 ;36;42;23;40;90;47;36;34;67;60;83;56;91;35;80;20;59;59;90;06;48;37;79;40;58;36;34;
20140915 ;45;94;90;56;03;52;04;13;74;54;44;34;07;21;86;42;44;62;37;08;07;07;09;33;14;63;43; 
